49 7776 31843
0 0     -3.326500e+02 2.620900e+02
24 4473     -5.197000e+01 -1.387200e+02
18 4474     2.843800e+02 5.360700e+02
19 4474     3.234200e+02 5.172200e+02
18 4475     2.732700e+02 4.896100e+02
24 4475     2.320700e+02 5.080500e+02
25 4475     1.375900e+02 5.404300e+02
27 4475     1.889900e+02 5.232600e+02
18 4476     2.732700e+02 4.896100e+02
24 4476     2.320700e+02 5.080500e+02
18 4477     1.761100e+02 -6.409998e+01
24 4477     1.358600e+02 -6.437000e+01
27 4477     9.545001e+01 -6.528003e+01
18 4478     3.157999e+01 -6.915997e+01
24 4478     -1.439001e+01 -6.812000e+01
25 4478     -1.132900e+02 -6.927002e+01
27 4478     -6.147000e+01 -6.906000e+01
31 4478     -1.677400e+02 -6.925000e+01
32 4478     -2.776800e+02 -6.856000e+01
37 4478     -2.206100e+02 -6.612000e+01
44 4478     -3.399300e+02 -6.788000e+01
18 4479     3.313000e+02 5.316500e+02
19 4479     3.728400e+02 5.128300e+02
18 4480     3.712900e+02 4.259300e+02
24 4480     3.267200e+02 4.450000e+02
25 4480     2.288500e+02 4.811100e+02
27 4480     2.812000e+02 4.618200e+02
18 4481     -2.558800e+02 4.770001e+01
24 4481     -3.319800e+02 5.279999e+01
18 4482     6.088000e+01 -3.564001e+01
24 4482     1.676001e+01 -3.529999e+01
25 4482     -7.932999e+01 -3.538000e+01
27 4482     -2.923999e+01 -3.504999e+01
18 4483     3.035600e+02 5.724100e+02
19 4483     3.453100e+02 5.498300e+02
18 4484     2.956900e+02 5.557400e+02
19 4484     3.378600e+02 5.352700e+02
18 4485     2.801700e+02 4.746700e+02
19 4485     3.175600e+02 4.552900e+02
24 4485     2.412200e+02 4.932000e+02
27 4485     1.986900e+02 5.092500e+02
18 4486     1.241800e+02 -1.596002e+01
24 4486     8.341000e+01 -1.446002e+01
18 4487     -1.868400e+02 -2.751001e+01
24 4487     -2.474900e+02 -2.654999e+01
27 4487     -3.136000e+02 -2.406000e+01
18 4488     1.660300e+02 -1.528300e+02
24 4488     6.984000e+01 -1.596600e+02
27 4488     -3.253000e+01 -1.666200e+02
18 4489     -2.082100e+02 -1.905200e+02
24 4489     -3.134500e+02 -1.987500e+02
18 4490     3.038300e+02 5.331200e+02
19 4490     3.424200e+02 5.134200e+02
18 4491     1.779001e+01 -2.365997e+01
24 4491     -3.078000e+01 -2.528998e+01
18 4492     2.962200e+02 4.560600e+02
19 4492     3.329600e+02 4.383300e+02
24 4492     2.574900e+02 4.737600e+02
27 4492     2.144600e+02 4.893800e+02
18 4493     2.962200e+02 4.560600e+02
19 4493     3.329600e+02 4.383300e+02
24 4493     2.574900e+02 4.737600e+02
27 4493     2.144600e+02 4.893800e+02
18 4494     2.975600e+02 4.275200e+02
24 4494     2.550300e+02 4.449700e+02
18 4495     3.110600e+02 1.220700e+02
24 4495     2.726700e+02 1.253900e+02
18 4496     -1.873200e+02 -1.793600e+02
24 4496     -2.831300e+02 -1.854500e+02
18 4497     -1.748001e+01 -3.946002e+01
24 4497     -7.110001e+01 -3.850000e+01
25 4497     -1.843400e+02 -3.927002e+01
27 4497     -1.247400e+02 -3.815997e+01
31 4497     -2.477400e+02 -3.977002e+01
18 4498     1.035600e+02 -1.893800e+02
24 4498     1.335001e+01 -1.948800e+02
18 4499     9.376001e+01 4.256000e+01
27 4499     1.420013e+00 4.891998e+01
19 4500     3.153700e+02 4.387200e+02
23 4500     3.569200e+02 4.246000e+02
27 4500     1.923000e+02 4.848000e+02
19 4501     3.331100e+02 1.236300e+02
24 4501     2.641400e+02 1.326700e+02
19 4502     -3.257001e+01 1.034100e+02
26 4502     1.332700e+02 8.939001e+01
19 4503     -2.376001e+01 1.032900e+02
25 4503     -2.672100e+02 1.263300e+02
27 4503     -1.994600e+02 1.195700e+02
19 4504     -5.848999e+01 8.262000e+01
24 4504     -1.797500e+02 9.254001e+01
19 4505     -6.809000e+01 6.498999e+01
27 4505     -2.543900e+02 7.821002e+01
19 4506     -6.809000e+01 6.498999e+01
24 4506     -1.906100e+02 7.400000e+01
19 4507     -8.730011e+00 6.515997e+01
27 4507     -1.808900e+02 7.771997e+01
19 4508     5.360999e+01 6.088000e+01
24 4508     -5.013000e+01 6.840002e+01
25 4508     -1.642500e+02 7.650000e+01
27 4508     -1.015500e+02 7.103003e+01
19 4509     2.451600e+02 5.182001e+01
25 4509     8.170001e+01 6.314001e+01
19 4510     6.429993e+00 5.020001e+01
24 4510     -1.544800e+02 5.790997e+01
25 4510     -3.431900e+02 7.154999e+01
19 4511     2.460100e+02 4.700000e+01
25 4511     8.292999e+01 5.728998e+01
19 4512     2.060100e+02 2.095001e+01
24 4512     1.223100e+02 2.544000e+01
25 4512     3.226001e+01 2.952002e+01
27 4512     7.947000e+01 2.700000e+01
31 4512     -1.679999e+01 3.178003e+01
32 4512     -1.158700e+02 3.741998e+01
37 4512     -6.545001e+01 3.564001e+01
40 4512     -2.908300e+02 4.482001e+01
41 4512     -2.312300e+02 4.220001e+01
44 4512     -1.723200e+02 4.035999e+01
46 4512     -3.466100e+02 4.558002e+01
48 4512     -4.020300e+02 4.740997e+01
19 4513     1.898400e+02 1.803003e+01
24 4513     1.039900e+02 2.182001e+01
25 4513     1.166000e+01 2.603998e+01
27 4513     6.017999e+01 2.363000e+01
31 4513     -3.867001e+01 2.865997e+01
32 4513     -1.406900e+02 3.359998e+01
37 4513     -8.881000e+01 3.300000e+01
40 4513     -3.215800e+02 4.250000e+01
41 4513     -2.598600e+02 3.904999e+01
44 4513     -1.992200e+02 3.758002e+01
46 4513     -3.790500e+02 4.307001e+01
19 4514     1.215100e+02 1.212000e+01
28 4514     3.136000e+02 5.109985e+00
19 4515     1.966500e+02 -8.140015e+00
26 4515     3.154500e+02 -1.139001e+01
19 4516     -2.157999e+01 -2.909998e+01
27 4516     -1.955300e+02 -2.646002e+01
19 4517     1.348900e+02 -2.919000e+01
25 4517     -3.966000e+01 -2.706000e+01
27 4517     7.420013e+00 -2.801001e+01
31 4517     -8.982001e+01 -2.648999e+01
40 4517     -3.619300e+02 -2.297998e+01
41 4517     -3.042400e+02 -2.417999e+01
44 4517     -2.463000e+02 -2.391998e+01
19 4518     -1.550000e+01 -3.263000e+01
26 4518     1.452600e+02 -3.282001e+01
31 4518     -3.224200e+02 -2.926001e+01
19 4519     -3.698001e+01 -4.062000e+01
25 4519     -2.825400e+02 -3.928998e+01
27 4519     -2.144100e+02 -3.941998e+01
31 4519     -3.543300e+02 -3.910999e+01
19 4520     3.867999e+01 -5.952002e+01
24 4520     -7.288000e+01 -5.950000e+01
19 4521     2.299988e+00 -7.110999e+01
24 4521     -1.590700e+02 -7.381000e+01
27 4521     -2.470600e+02 -7.553998e+01
19 4522     1.494100e+02 -8.808002e+01
27 4522     2.500000e+01 -9.166998e+01
19 4523     1.581000e+02 -9.291998e+01
24 4523     7.612000e+01 -9.546997e+01
19 4524     -1.360200e+02 -1.513600e+02
24 4524     -3.390900e+02 -1.629800e+02
19 4525     1.285200e+02 -1.777800e+02
24 4525     -3.367999e+01 -1.924700e+02
19 4526     2.276400e+02 -2.801000e+02
28 4526     2.742500e+02 -2.706400e+02
19 4527     3.306500e+02 5.181700e+02
23 4527     3.736800e+02 5.008900e+02
19 4528     3.123300e+02 4.900000e+02
23 4528     3.565300e+02 4.740600e+02
19 4529     3.144400e+02 4.317200e+02
23 4529     3.560300e+02 4.177100e+02
19 4530     -3.137400e+02 1.044800e+02
26 4530     -8.931000e+01 8.935001e+01
29 4530     4.379999e+01 7.741998e+01
19 4531     -2.959900e+02 1.032500e+02
26 4531     -7.564001e+01 8.779001e+01
28 4531     -9.019989e+00 8.209003e+01
19 4532     -2.841700e+02 8.465997e+01
26 4532     -6.632001e+01 7.100000e+01
19 4533     2.339900e+02 4.423999e+01
25 4533     6.885999e+01 5.552002e+01
19 4534     1.817600e+02 1.996002e+01
25 4534     1.440002e+00 2.782001e+01
37 4534     -1.004900e+02 3.402002e+01
19 4535     2.955800e+02 1.587000e+01
27 4535     1.858900e+02 2.002002e+01
32 4535     1.913000e+01 2.809998e+01
19 4536     -1.748600e+02 -2.006000e+01
26 4536     6.480011e+00 -2.095001e+01
28 4536     6.291000e+01 -2.164001e+01
29 4536     1.191000e+02 -2.246002e+01
36 4536     1.721100e+02 -2.525000e+01
42 4536     2.210700e+02 -2.384003e+01
19 4537     1.834900e+02 -3.209998e+01
26 4537     3.014800e+02 -3.183002e+01
19 4538     -9.230011e+00 -6.639001e+01
26 4538     1.498600e+02 -6.384998e+01
19 4539     -1.179900e+02 -1.519600e+02
26 4539     1.308700e+02 -1.361300e+02
19 4540     2.090900e+02 -1.780500e+02
24 4540     3.457001e+01 -1.945400e+02
27 4540     -6.278000e+01 -2.036700e+02
19 4541     3.325800e+02 5.439000e+02
23 4541     3.784400e+02 5.249400e+02
19 4542     3.119100e+02 4.346400e+02
23 4542     3.534300e+02 4.203400e+02
19 4543     3.200300e+02 4.219800e+02
23 4543     3.609800e+02 4.073500e+02
19 4544     -3.091100e+02 9.095999e+01
26 4544     -8.582001e+01 7.628003e+01
19 4545     -1.929999e+01 6.834003e+01
27 4545     -1.937200e+02 8.246002e+01
19 4546     -2.657001e+01 6.567999e+01
26 4546     1.378400e+02 5.514001e+01
19 4547     -1.942001e+01 6.496997e+01
25 4547     -2.607600e+02 8.245001e+01
27 4547     -1.936600e+02 7.790997e+01
31 4547     -3.315900e+02 8.798999e+01
19 4548     5.453000e+01 4.390997e+01
24 4548     -5.001999e+01 4.998999e+01
19 4549     -7.806000e+01 -5.604999e+01
24 4549     -2.015500e+02 -5.620001e+01
19 4550     -3.451999e+01 -9.269000e+01
24 4550     -1.721500e+02 -9.500000e+01
19 4551     2.141000e+02 -1.910300e+02
24 4551     4.020999e+01 -2.094600e+02
19 4552     3.287300e+02 5.015600e+02
23 4552     3.742900e+02 4.851800e+02
19 4553     3.334500e+02 4.538900e+02
23 4553     3.758200e+02 4.388100e+02
19 4554     1.483000e+02 -2.228998e+01
24 4554     6.600000e+01 -2.235999e+01
37 4554     -1.176900e+02 -1.739001e+01
40 4554     -3.350400e+02 -1.669000e+01
41 4554     -2.778100e+02 -1.887000e+01
44 4554     -2.213700e+02 -1.714001e+01
19 4555     -1.284900e+02 -5.750000e+01
28 4555     9.563000e+01 -5.560999e+01
19 4556     3.256400e+02 4.886200e+02
23 4556     3.695900e+02 4.721000e+02
19 4557     3.139200e+02 4.832400e+02
23 4557     3.570500e+02 4.676400e+02
19 4558     -3.242001e+01 1.060400e+02
25 4558     -2.785000e+02 1.295200e+02
19 4559     5.639001e+01 5.985999e+01
25 4559     -1.625300e+02 7.569000e+01
19 4560     -1.666100e+02 -1.752000e+02
24 4560     -3.815200e+02 -1.895600e+02
26 4560     1.027400e+02 -1.545500e+02
19 4561     -1.384600e+02 -2.482001e+01
24 4561     -2.603900e+02 -2.284003e+01
27 4561     -3.239800e+02 -2.182001e+01
19 4562     -3.139500e+02 -8.216998e+01
28 4562     -4.063000e+01 -7.609003e+01
29 4562     2.191000e+01 -7.525000e+01
42 4562     1.357000e+02 -7.312000e+01
19 4563     3.198200e+02 4.746000e+02
23 4563     3.642600e+02 4.589200e+02
20 4564     -2.408400e+02 2.669983e+00
27 4564     3.607500e+02 1.799927e-01
37 4564     2.640500e+02 5.869995e+00
40 4564     1.263900e+02 9.030029e+00
44 4564     1.977900e+02 8.510010e+00
20 4565     -3.186300e+02 -1.220900e+02
25 4565     2.487300e+02 -1.179000e+02
27 4565     3.402400e+02 -1.147100e+02
20 4566     -3.857300e+02 1.858000e+02
27 4566     2.341900e+02 1.429400e+02
20 4567     -2.918800e+02 5.056000e+01
24 4567     3.365000e+02 4.404999e+01
25 4567     2.715000e+02 4.782001e+01
20 4568     -3.449400e+02 4.771800e+02
27 4568     2.780200e+02 4.020800e+02
21 4569     -1.636300e+02 1.440200e+02
24 4569     -3.072400e+02 1.606700e+02
21 4570     -1.173200e+02 1.051700e+02
26 4570     -8.595999e+01 1.031700e+02
21 4571     3.584200e+02 1.048200e+02
24 4571     2.255800e+02 1.200900e+02
27 4571     1.929300e+02 1.233800e+02
21 4572     -1.594500e+02 1.019600e+02
26 4572     -8.909000e+01 9.544000e+01
21 4573     3.524800e+02 9.420999e+01
24 4573     2.212400e+02 1.112600e+02
21 4574     -1.502400e+02 9.220999e+01
26 4574     -8.037000e+01 8.607001e+01
21 4575     1.026500e+02 7.221997e+01
24 4575     -1.199200e+02 8.932999e+01
21 4576     5.585001e+01 6.917999e+01
28 4576     1.643300e+02 6.179999e+01
21 4577     -1.430100e+02 6.528003e+01
26 4577     -7.379999e+01 6.084998e+01
21 4578     1.223000e+02 4.387000e+01
26 4578     1.732600e+02 4.145001e+01
28 4578     2.220100e+02 3.813000e+01
21 4579     2.991600e+02 2.726001e+01
26 4579     3.387600e+02 2.608002e+01
21 4580     -2.543300e+02 1.197998e+01
26 4580     -5.442999e+01 1.099976e+00
21 4581     -1.028000e+02 4.729980e+00
24 4581     -3.824100e+02 1.294000e+01
26 4581     -4.123999e+01 3.179993e+00
21 4582     2.060100e+02 -2.780029e+00
26 4582     2.516100e+02 -3.530029e+00
21 4583     3.171600e+02 -2.299988e+00
26 4583     3.567300e+02 -3.140015e+00
21 4584     2.317200e+02 -2.648999e+01
24 4584     6.551999e+01 -2.272998e+01
21 4585     8.054001e+01 -3.772998e+01
25 4585     -2.717900e+02 -3.541998e+01
27 4585     -2.045000e+02 -3.558002e+01
21 4586     1.253300e+02 -5.728998e+01
26 4586     1.747400e+02 -5.642999e+01
21 4587     1.900000e+01 -7.683002e+01
28 4587     1.332700e+02 -7.471002e+01
21 4588     -3.440800e+02 -1.703500e+02
26 4588     -2.241300e+02 -1.623700e+02
21 4589     -3.096700e+02 -2.416400e+02
26 4589     -1.673200e+02 -2.266300e+02
21 4590     1.927700e+02 -2.778500e+02
25 4590     1.447700e+02 -2.878800e+02
21 4591     1.064300e+02 5.877500e+02
26 4591     1.629600e+02 5.647600e+02
21 4592     -5.314001e+01 2.768300e+02
26 4592     4.242001e+01 2.612900e+02
28 4592     1.318400e+02 2.445200e+02
29 4592     2.145000e+02 2.296200e+02
36 4592     2.912700e+02 2.148400e+02
42 4592     3.629700e+02 2.065200e+02
21 4593     -1.232500e+02 7.834003e+01
26 4593     -5.551999e+01 7.389001e+01
29 4593     7.279001e+01 6.378998e+01
21 4594     -1.462000e+02 6.665002e+01
28 4594     -1.007999e+01 5.760999e+01
21 4595     -1.395100e+02 6.620001e+01
26 4595     -7.060999e+01 6.159003e+01
28 4595     -4.559998e+00 5.747998e+01
21 4596     -1.395100e+02 6.620001e+01
28 4596     -4.559998e+00 5.747998e+01
21 4597     3.442001e+01 6.044000e+01
26 4597     9.073999e+01 5.758002e+01
28 4597     1.447100e+02 5.306000e+01
21 4598     8.710999e+01 -7.146997e+01
25 4598     -2.606600e+02 -7.662000e+01
27 4598     -1.965100e+02 -7.590002e+01
31 4598     -3.294300e+02 -7.748999e+01
37 4598     -4.039000e+02 -7.817999e+01
21 4599     9.756000e+01 -7.481000e+01
26 4599     1.504200e+02 -7.348999e+01
28 4599     2.008300e+02 -7.290002e+01
21 4600     4.329987e+00 -8.260999e+01
28 4600     1.197200e+02 -7.979999e+01
36 4600     2.301300e+02 -7.935999e+01
42 4600     2.802800e+02 -7.564001e+01
21 4601     7.810001e+01 -1.801000e+02
26 4601     1.634800e+02 -1.721200e+02
21 4602     -3.265000e+02 -2.738300e+02
26 4602     -1.635700e+02 -2.542200e+02
21 4603     6.716000e+01 -3.371700e+02
26 4603     1.025000e+02 -3.291000e+02
21 4604     -9.948999e+01 3.243500e+02
26 4604     -3.523001e+01 3.105600e+02
21 4605     1.185400e+02 9.348999e+01
26 4605     1.690500e+02 8.932001e+01
21 4606     -1.459300e+02 8.014001e+01
26 4606     -7.657001e+01 7.512000e+01
28 4606     -9.820007e+00 7.037000e+01
29 4606     5.507999e+01 6.534998e+01
21 4607     8.488000e+01 7.594000e+01
28 4607     1.890600e+02 6.776001e+01
29 4607     2.409800e+02 6.388000e+01
31 4607     -3.432400e+02 1.103900e+02
21 4608     9.482999e+01 3.428003e+01
28 4608     2.288100e+02 2.804999e+01
21 4609     -1.951001e+01 -3.123999e+01
28 4609     9.003000e+01 -3.064001e+01
29 4609     1.436700e+02 -3.197998e+01
21 4610     1.642001e+01 -4.890002e+01
26 4610     7.259000e+01 -4.841998e+01
21 4611     5.517001e+01 -1.527700e+02
26 4611     1.330200e+02 -1.469100e+02
28 4611     2.060200e+02 -1.423100e+02
29 4611     2.768900e+02 -1.386400e+02
21 4612     -1.000100e+02 -1.987600e+02
26 4612     6.570007e+00 -1.885200e+02
21 4613     -3.178400e+02 5.679993e+00
26 4613     -2.035800e+02 3.229980e+00
21 4614     -1.627400e+02 1.799988e+00
26 4614     -9.704001e+01 -2.299805e-01
21 4615     -3.382200e+02 -3.466998e+01
26 4615     -2.198500e+02 -3.634998e+01
21 4616     -1.380900e+02 -3.626001e+01
26 4616     -7.451001e+01 -3.651001e+01
21 4617     -1.220000e+02 -9.829999e+01
26 4617     -5.837000e+01 -9.620001e+01
21 4618     3.940002e+00 -1.639400e+02
26 4618     8.657999e+01 -1.572800e+02
21 4619     -1.064200e+02 1.379999e+01
26 4619     -4.492001e+01 1.178003e+01
21 4620     1.731600e+02 -4.390015e+00
28 4620     3.028300e+02 -7.659973e+00
21 4621     7.757999e+01 -3.490002e+01
26 4621     1.300400e+02 -3.470001e+01
29 4621     2.338600e+02 -3.590002e+01
21 4622     -1.169600e+02 -6.934998e+01
26 4622     -5.442001e+01 -6.771002e+01
21 4623     5.591000e+01 -7.357001e+01
26 4623     1.097700e+02 -7.223999e+01
21 4624     -1.388700e+02 -9.706000e+01
26 4624     -7.514999e+01 -9.547998e+01
28 4624     -1.354999e+01 -9.396002e+01
29 4624     4.742999e+01 -9.278998e+01
36 4624     1.046400e+02 -9.303998e+01
21 4625     -1.388700e+02 -9.706000e+01
26 4625     -7.514999e+01 -9.547998e+01
28 4625     -1.354999e+01 -9.396002e+01
36 4625     1.046400e+02 -9.303998e+01
21 4626     2.500600e+02 -1.406300e+02
26 4626     3.152500e+02 -1.348100e+02
28 4626     3.780500e+02 -1.315500e+02
21 4627     -2.939100e+02 -2.058600e+02
26 4627     -1.684400e+02 -1.950200e+02
21 4628     2.679993e+00 2.387000e+01
26 4628     5.906000e+01 2.153998e+01
21 4629     -1.703600e+02 6.239990e+00
26 4629     -1.040400e+02 4.200012e+00
28 4629     -4.028000e+01 2.429993e+00
29 4629     2.219000e+01 -2.399902e-01
21 4630     -1.065900e+02 3.130005e+00
26 4630     -4.501001e+01 1.140015e+00
21 4631     -6.278000e+01 -1.594900e+02
26 4631     2.332999e+01 -1.537000e+02
21 4632     -1.541200e+02 -9.820007e+00
26 4632     -8.904999e+01 -1.075000e+01
28 4632     -2.542999e+01 -1.256000e+01
21 4633     -1.212100e+02 -1.040002e+01
26 4633     -5.956000e+01 -1.163000e+01
21 4634     -1.212100e+02 -1.040002e+01
26 4634     -5.956000e+01 -1.163000e+01
21 4635     -1.537900e+02 -3.785999e+01
26 4635     -8.845001e+01 -3.857001e+01
28 4635     -2.657001e+01 -3.800000e+01
29 4635     3.503000e+01 -3.902002e+01
21 4636     -1.237500e+02 -7.512000e+01
28 4636     -6.600037e-01 -7.553998e+01
21 4637     7.692999e+01 -1.629300e+02
26 4637     1.539400e+02 -1.571300e+02
21 4638     7.228000e+01 -8.723999e+01
26 4638     1.426500e+02 -8.351001e+01
28 4638     2.016500e+02 -8.228998e+01
22 4639     -3.667400e+02 7.737000e+01
28 4639     -3.317900e+02 1.060900e+02
22 4640     -3.179200e+02 6.734998e+01
28 4640     -3.783200e+02 1.088300e+02
42 4640     -1.114300e+02 8.963000e+01
22 4641     -3.732400e+02 7.920999e+01
28 4641     -3.408900e+02 1.084300e+02
23 4642     -1.679000e+02 3.344100e+02
26 4642     -3.467001e+01 3.063400e+02
23 4643     -3.584900e+02 1.385200e+02
28 4643     -1.292100e+02 1.169800e+02
23 4644     3.704500e+02 1.089100e+02
27 4644     2.293400e+02 1.247700e+02
23 4645     -1.710800e+02 1.055000e+02
24 4645     -3.968400e+02 1.247900e+02
23 4646     -2.276300e+02 9.316000e+01
26 4646     -8.345001e+01 8.240002e+01
23 4647     2.049988e+00 8.748999e+01
28 4647     1.665200e+02 7.475000e+01
23 4648     5.469000e+01 8.260999e+01
24 4648     -1.129500e+02 9.617001e+01
26 4648     1.590900e+02 7.447998e+01
23 4649     5.597000e+01 7.882001e+01
26 4649     1.596300e+02 7.084003e+01
23 4650     1.357999e+01 5.422998e+01
24 4650     -1.641000e+02 6.517999e+01
25 4650     -2.955800e+02 7.325000e+01
23 4651     2.551400e+02 8.530029e+00
25 4651     -2.322000e+01 1.839001e+01
23 4652     -2.325200e+02 7.609985e+00
26 4652     -9.629999e+01 4.260010e+00
23 4653     -2.432400e+02 3.039978e+00
26 4653     -1.071300e+02 -6.500244e-01
23 4654     2.754600e+02 -2.590027e+00
26 4654     3.549100e+02 -5.609985e+00
23 4655     2.128500e+02 -6.380005e+00
27 4655     4.835001e+01 -2.119995e+00
23 4656     2.979800e+02 -7.229980e+00
25 4656     9.328000e+01 -1.809998e+00
31 4656     4.720001e+01 -4.299927e-01
23 4657     1.694000e+02 -1.125000e+01
27 4657     -1.420013e+00 -7.510010e+00
40 4657     -3.724600e+02 2.669983e+00
23 4658     -2.089100e+02 -2.890002e+01
28 4658     -1.663000e+01 -3.067999e+01
23 4659     2.845001e+01 -2.946002e+01
26 4659     1.342200e+02 -3.038000e+01
27 4659     -2.025900e+02 -2.734003e+01
23 4660     1.507700e+02 -5.053003e+01
24 4660     1.935001e+01 -5.296002e+01
23 4661     -8.042999e+01 -5.106000e+01
28 4661     8.632999e+01 -5.109998e+01
23 4662     -8.042999e+01 -5.106000e+01
28 4662     8.632999e+01 -5.109998e+01
29 4662     1.403600e+02 -5.148999e+01
23 4663     2.039999e+01 -5.248999e+01
25 4663     -2.815400e+02 -5.346997e+01
27 4663     -2.141100e+02 -5.302002e+01
31 4663     -3.536000e+02 -5.389001e+01
23 4664     2.879999e+01 -5.500000e+01
25 4664     -2.685300e+02 -5.717999e+01
31 4664     -3.393400e+02 -5.746997e+01
23 4665     -7.389001e+01 -5.528998e+01
26 4665     3.834000e+01 -5.476001e+01
23 4666     2.819800e+02 -1.809800e+02
24 4666     2.851001e+01 -2.076200e+02
23 4667     8.195001e+01 -2.974300e+02
28 4667     1.003700e+02 -2.943800e+02
23 4668     3.730700e+02 1.139200e+02
24 4668     2.668700e+02 1.263900e+02
23 4669     3.551700e+02 1.101800e+02
24 4669     2.514300e+02 1.223100e+02
25 4669     1.799100e+02 1.314400e+02
27 4669     2.180800e+02 1.261700e+02
31 4669     1.398500e+02 1.359500e+02
23 4670     -3.766000e+01 1.086000e+02
26 4670     7.870001e+01 9.820999e+01
23 4671     -1.886400e+02 1.078900e+02
28 4671     1.412000e+01 9.060001e+01
23 4672     3.136000e+02 8.454999e+01
25 4672     1.480200e+02 9.832999e+01
23 4673     3.072000e+01 6.172998e+01
28 4673     1.894500e+02 5.085999e+01
23 4674     5.632999e+01 3.669000e+01
24 4674     -1.151800e+02 4.554999e+01
23 4675     -2.462000e+02 4.979980e+00
26 4675     -1.099000e+02 1.320007e+00
23 4676     -2.005300e+02 -2.896997e+01
28 4676     -9.359985e+00 -3.066998e+01
23 4677     4.582001e+01 -6.172998e+01
24 4677     -1.218400e+02 -6.378998e+01
23 4678     3.458400e+02 1.159500e+02
27 4678     2.099300e+02 1.330000e+02
23 4679     -1.841400e+02 8.597998e+01
26 4679     -4.700000e+01 7.613000e+01
23 4680     -1.949600e+02 6.971002e+01
28 4680     9.399994e+00 5.671997e+01
23 4681     -2.320800e+02 -1.026600e+02
26 4681     -9.676999e+01 -9.783002e+01
23 4682     -1.857999e+01 -1.878200e+02
26 4682     1.544400e+02 -1.730600e+02
23 4683     -5.104001e+01 1.289400e+02
24 4683     -2.449700e+02 1.495700e+02
27 4683     -3.129300e+02 1.570100e+02
23 4684     -4.288000e+01 4.325000e+01
26 4684     7.500000e+01 3.708002e+01
28 4684     1.313400e+02 3.369000e+01
23 4685     -4.288000e+01 4.325000e+01
26 4685     7.500000e+01 3.708002e+01
23 4686     -6.447000e+01 2.500000e-01
24 4686     -3.225800e+02 8.369995e+00
23 4687     -1.108600e+02 -1.883002e+01
26 4687     6.480011e+00 -2.095001e+01
36 4687     1.721100e+02 -2.525000e+01
42 4687     2.210700e+02 -2.384003e+01
23 4688     3.582999e+01 -3.010999e+01
26 4688     1.405800e+02 -3.097998e+01
28 4688     1.913500e+02 -3.212000e+01
23 4689     -2.051300e+02 -5.984003e+01
26 4689     -7.464001e+01 -5.776001e+01
28 4689     -1.329999e+01 -5.825000e+01
36 4689     1.048400e+02 -5.990002e+01
23 4690     -2.051300e+02 -5.984003e+01
26 4690     -7.464001e+01 -5.776001e+01
28 4690     -1.329999e+01 -5.825000e+01
36 4690     1.048400e+02 -5.990002e+01
23 4691     -1.090800e+02 1.425000e+01
28 4691     6.416000e+01 8.080017e+00
29 4691     1.196500e+02 6.289978e+00
23 4692     3.037000e+01 -4.095001e+01
25 4692     -2.672600e+02 -4.070001e+01
31 4692     -3.384500e+02 -4.009998e+01
24 4693     -2.226600e+02 1.269600e+02
25 4693     -3.633000e+02 1.408100e+02
24 4694     -1.225000e+02 1.132600e+02
25 4694     -2.472100e+02 1.248300e+02
27 4694     -1.809000e+02 1.186100e+02
31 4694     -3.167600e+02 1.316300e+02
37 4694     -3.877100e+02 1.400500e+02
24 4695     2.312800e+02 1.127800e+02
25 4695     1.611900e+02 1.200800e+02
27 4695     1.982500e+02 1.157100e+02
31 4695     1.238100e+02 1.247500e+02
24 4696     2.210900e+02 9.872000e+01
25 4696     1.529200e+02 1.045300e+02
27 4696     1.887300e+02 9.898999e+01
24 4697     2.210900e+02 9.872000e+01
25 4697     1.529200e+02 1.045300e+02
27 4697     1.889700e+02 1.021500e+02
31 4697     1.164400e+02 1.114400e+02
24 4698     2.589100e+02 9.544000e+01
25 4698     1.869200e+02 1.019500e+02
27 4698     2.246800e+02 9.757999e+01
24 4699     -1.173600e+02 9.157001e+01
25 4699     -2.409400e+02 1.016100e+02
27 4699     -1.757200e+02 9.647000e+01
31 4699     -3.103300e+02 1.075300e+02
24 4700     -1.127100e+02 8.773999e+01
25 4700     -2.362300e+02 9.735999e+01
31 4700     -3.045400e+02 1.031600e+02
24 4701     -1.223900e+02 7.344000e+01
25 4701     -2.471000e+02 8.237000e+01
24 4702     -1.063800e+02 7.184003e+01
25 4702     -2.288600e+02 8.046002e+01
27 4702     -1.638900e+02 7.579999e+01
37 4702     -3.660800e+02 9.195999e+01
24 4703     -2.126100e+02 6.634003e+01
27 4703     -2.785200e+02 7.094000e+01
24 4704     -9.514999e+01 6.652002e+01
25 4704     -2.153900e+02 7.467999e+01
27 4704     -1.514700e+02 7.040997e+01
24 4705     -2.328600e+02 5.601001e+01
25 4705     -3.775100e+02 6.410999e+01
27 4705     -3.007000e+02 6.016998e+01
24 4706     -5.162000e+01 3.017999e+01
27 4706     -1.062100e+02 3.269000e+01
24 4707     1.861200e+02 3.003003e+01
27 4707     1.488400e+02 3.310999e+01
31 4707     5.992001e+01 3.713000e+01
32 4707     -2.810001e+01 4.246997e+01
37 4707     1.764999e+01 4.197998e+01
41 4707     -1.299700e+02 4.865997e+01
44 4707     -7.704001e+01 4.790002e+01
24 4708     2.643800e+02 2.902002e+01
25 4708     1.909000e+02 3.241998e+01
24 4709     2.350300e+02 2.372998e+01
25 4709     1.585900e+02 2.752002e+01
24 4710     1.094800e+02 2.252002e+01
